Histórico de cotações - BBAS3;
Date;value
24/09/2012;26,49
21/09/2012;26,71
20/09/2012;26,4
19/09/2012;26,4
18/09/2012;25,91
17/09/2012;26,37
14/09/2012;26,38
13/09/2012;25,95
12/09/2012;25,51
11/09/2012;25,13
10/09/2012;25,16
06/09/2012;24,82
05/09/2012;23,99
04/09/2012;23,46
03/09/2012;23,38
31/08/2012;23,29
30/08/2012;23,36
29/08/2012;23,9
28/08/2012;24,06
27/08/2012;23,36
24/08/2012;22,89
23/08/2012;23,13
22/08/2012;23,38
21/08/2012;23,37
20/08/2012;23,41
17/08/2012;23,6
16/08/2012;23,36
15/08/2012;22,68
14/08/2012;22,79
13/08/2012;23,62
10/08/2012;23,84
09/08/2012;23,52
08/08/2012;23,67
07/08/2012;23,61
06/08/2012;23,63
03/08/2012;23,09
02/08/2012;22,21
01/08/2012;21,94
31/07/2012;21,79
30/07/2012;21,79
27/07/2012;21,44
26/07/2012;20,38
25/07/2012;19,45
24/07/2012;19,71
23/07/2012;19,34
20/07/2012;20,01
19/07/2012;19,95
18/07/2012;18,95
17/07/2012;18,28
16/07/2012;18,52
13/07/2012;18,51
12/07/2012;18,41
11/07/2012;18,69
10/07/2012;19,16
06/07/2012;19,43
05/07/2012;19,94
04/07/2012;19,94
03/07/2012;19,95
02/07/2012;19,48
29/06/2012;19,39
28/06/2012;18,74
27/06/2012;18,8
26/06/2012;18,77
25/06/2012;19,27
22/06/2012;20,03
21/06/2012;20,52
20/06/2012;20,6
19/06/2012;20,55
18/06/2012;19,54
15/06/2012;19,05
14/06/2012;19,18
13/06/2012;19,4
12/06/2012;19,32
11/06/2012;19,42
08/06/2012;19,03
06/06/2012;19,13
05/06/2012;19,09
04/06/2012;19,54
01/06/2012;19,93
31/05/2012;19,78
30/05/2012;19,91
29/05/2012;20,49
28/05/2012;20,71
25/05/2012;20,79
24/05/2012;20,57
23/05/2012;20,4
22/05/2012;21,67
21/05/2012;21,16
18/05/2012;20,01
17/05/2012;19,69
16/05/2012;20,49
15/05/2012;20,87
14/05/2012;21,44
11/05/2012;22,42
10/05/2012;22,63
09/05/2012;22,41
08/05/2012;22,74
07/05/2012;22,89
04/05/2012;22,82
03/05/2012;22,68
02/05/2012;23,1
30/04/2012;23,52
27/04/2012;23,39
26/04/2012;23,14
25/04/2012;23,17
24/04/2012;23,65
23/04/2012;23,69
20/04/2012;24,14
19/04/2012;23,84
18/04/2012;23,44
17/04/2012;23,58
16/04/2012;24,23
13/04/2012;24,52
12/04/2012;24,96
11/04/2012;24,61
10/04/2012;24,17
09/04/2012;23,97
05/04/2012;24,1
04/04/2012;24,82
03/04/2012;25,79
02/04/2012;25,83
30/03/2012;26,15
29/03/2012;26,32
28/03/2012;26,87
27/03/2012;27,41
26/03/2012;27,29
23/03/2012;26,83
22/03/2012;27,28
21/03/2012;28,26
20/03/2012;28,5
19/03/2012;28,68
16/03/2012;28,94
15/03/2012;28,6
14/03/2012;29,17
13/03/2012;29,32
12/03/2012;28,61
09/03/2012;28,99
08/03/2012;28,92
07/03/2012;28,59
06/03/2012;28,03
05/03/2012;28,44
02/03/2012;28,5
01/03/2012;28,13
29/02/2012;27,84
28/02/2012;27,42
27/02/2012;27,01
24/02/2012;27,3
23/02/2012;27,71
22/02/2012;27,97
17/02/2012;28,12
16/02/2012;28,28
15/02/2012;28,13
14/02/2012;27,16
13/02/2012;26,18
10/02/2012;26,1
09/02/2012;26,99
08/02/2012;27,4
07/02/2012;27,13
06/02/2012;27,01
03/02/2012;27,25
02/02/2012;27,25
01/02/2012;27,5
31/01/2012;27,12
30/01/2012;27,02
27/01/2012;26,92
26/01/2012;26,48
24/01/2012;25,91
23/01/2012;25,93
20/01/2012;26
19/01/2012;25,64
18/01/2012;25,43
17/01/2012;24,86
16/01/2012;24,63
13/01/2012;24,45
12/01/2012;24,36
11/01/2012;24,17
10/01/2012;23,74
09/01/2012;23,23
06/01/2012;23,48
05/01/2012;23,76
04/01/2012;23,99
03/01/2012;24,26
02/01/2012;23,95
